vertex,out-degree,in-degree
163.9.254.205,7,9
163.28.144.7,9,8
163.29.45.23,10,3
163.33.15.129,6,6
163.33.235.129,2,5
163.34.67.115,3,2
163.36.118.144,3,8
163.39.12.172,2,2
163.39.224.34,8,6
163.60.254.153,9,8
163.70.139.145,9,3
163.82.24.251,10,13
163.83.79.107,5,12
163.86.126.243,12,5
163.89.157.119,7,8
163.91.110.123,6,9
163.93.141.155,5,6
163.98.116.43,10,6
163.112.91.222,6,4
163.113.43.46,6,4
163.116.139.100,6,3
163.119.119.240,7,7
163.119.171.191,4,11
163.121.118.112,3,15
163.124.201.89,8,10
163.134.173.35,7,7
163.141.117.120,11,11
163.146.144.173,3,8
163.150.38.21,7,2
163.153.254.188,8,3
163.162.32.78,10,10
163.174.212.129,7,1
163.179.117.77,12,6
163.182.124.242,7,3
163.190.6.71,8,7
163.209.118.209,7,7
163.215.248.29,2,7
163.220.81.182,9,6
163.224.235.189,2,10
163.229.103.21,8,15
163.230.36.177,8,4
163.230.204.88,5,4
163.237.11.151,10,2
163.241.176.66,3,18
163.248.170.233,10,15
163.250.176.241,9,7
163.251.206.173,10,2
163.252.85.227,6,8
164.1.191.35,3,10
164.8.199.228,8,17
164.10.123.151,9,8
164.20.102.149,14,2
164.21.121.10,9,10
164.23.71.192,6,14
164.33.162.218,7,1
164.44.166.20,5,6
164.44.202.26,9,7
164.45.66.91,5,8
164.49.124.181,6,5
164.56.40.57,10,1
164.61.50.254,7,3
164.66.33.148,3,6
164.74.38.67,6,7
164.74.227.247,5,2
164.82.112.220,7,1
164.85.151.77,5,7
164.92.183.114,8,4
164.96.236.48,6,5
164.97.190.15,11,17
164.108.237.199,5,8
164.110.173.216,9,9
164.110.223.114,7,2
164.116.96.74,5,9
164.121.132.83,11,3
164.133.236.155,5,2
164.134.32.200,7,9
164.139.93.119,7,8
164.141.14.179,5,7
164.142.74.87,6,12
164.144.224.11,10,10
164.146.58.37,6,3
164.151.23.156,4,4
164.161.218.200,3,5
164.161.233.220,9,1
164.173.194.205,6,1
164.176.113.242,4,1
164.204.145.209,13,5
164.209.129.170,5,6
164.212.23.141,11,3
164.219.17.206,9,10
164.220.2.84,7,8
164.224.30.171,7,12
164.228.49.245,8,3
164.237.167.181,6,3
164.246.161.191,11,3
164.247.40.67,9,3
164.254.8.80,7,5
165.30.35.93,6,10
165.38.150.54,7,11
165.40.244.61,10,9
165.53.162.227,9,5
165.54.125.219,9,8
165.63.60.179,6,7
165.66.108.103,8,6
165.67.66.95,2,12
165.73.136.151,14,1
165.75.36.129,4,3
165.75.109.77,6,2
165.81.251.17,4,4
165.82.145.228,5,2
165.98.161.252,8,8
165.106.16.152,5,17
165.111.117.125,6,9
165.111.187.166,8,8
165.118.150.166,12,8
165.127.109.206,7,6
165.135.28.77,5,10
165.139.46.193,5,11
165.139.160.57,3,7
165.154.67.212,7,11
165.155.146.214,4,6
165.159.98.228,4,2
165.173.50.254,7,5
165.174.207.143,12,15
165.176.59.150,6,9
165.176.183.7,4,4
165.179.127.251,7,7
165.184.28.104,10,12
165.187.114.235,5,13
165.189.127.216,8,9
165.191.212.71,8,1
165.197.209.56,5,7
165.199.35.221,5,16
165.201.246.93,4,16
165.208.101.108,1,5
165.213.142.173,8,2
165.213.219.95,7,8
165.217.242.70,9,1
165.227.101.38,9,5
165.227.193.234,7,14
165.227.246.118,4,3
165.238.93.227,12,6
165.240.177.210,7,10
165.245.231.95,5,9
166.13.136.135,5,10
166.14.17.21,9,9
166.19.104.222,5,3
166.22.226.7,9,1
166.30.54.80,2,9
166.36.199.137,7,21
166.58.67.111,2,5
166.67.84.159,7,10
166.75.206.109,6,5
166.83.124.183,7,9
166.84.177.151,5,7
166.97.116.220,5,4
166.100.161.107,6,3
166.107.78.46,6,10
166.107.84.21,5,6
166.113.26.176,10,8
166.114.160.206,10,3
166.118.142.242,6,6
166.123.207.233,8,18
166.128.153.149,3,11
166.129.138.168,6,25
166.145.78.222,6,19
166.150.41.203,10,3
166.150.68.224,11,10
166.153.19.207,8,7
166.164.79.222,5,10
166.168.195.244,4,4
166.178.17.89,7,7
166.188.160.137,6,7
166.192.120.158,7,4
166.205.134.239,2,3
166.206.170.144,12,13
166.209.199.18,7,3
166.212.135.11,7,7
166.232.201.61,4,1
166.235.144.248,1,12
166.247.153.144,7,18
166.247.210.200,6,9
166.251.92.44,7,9
166.252.62.117,8,7
166.254.198.75,12,8
167.1.14.108,6,3
167.4.246.196,9,2
167.14.189.239,6,14
167.22.70.47,6,18
167.32.43.199,10,10
167.33.9.199,8,2
167.36.181.187,12,10
167.39.147.155,7,16
167.40.60.86,6,2
167.43.134.136,1,7
167.44.106.184,4,4
167.55.195.141,9,8
167.75.51.125,9,6
167.78.208.190,2,7
167.79.235.71,7,9
167.80.146.63,7,8
167.81.144.155,4,9
167.89.15.163,5,10
167.102.205.239,5,5
167.104.5.163,4,6
167.113.2.225,4,13
167.117.123.253,6,3
167.128.221.251,3,10
167.132.36.192,5,8
167.134.75.207,6,1
167.138.124.35,5,5
167.143.68.40,7,15
167.143.223.70,3,2
167.144.48.172,7,9
167.145.185.181,7,8
167.159.148.133,8,5
167.162.54.128,7,3
167.164.224.238,7,10
167.169.167.39,7,3
167.179.188.191,8,7
167.181.191.39,3,6
167.188.96.117,6,8
167.202.128.87,7,1
167.209.191.99,5,19
167.213.174.145,2,6
167.219.128.206,5,2
167.228.151.63,3,1
167.228.231.16,5,8
167.233.83.58,14,4
167.242.139.207,8,15
167.243.232.239,10,9
168.1.89.171,7,4
168.7.234.95,4,3
168.29.78.85,5,1
168.33.190.109,7,4
168.34.46.29,7,4
168.36.189.12,8,3
168.37.209.27,4,5
168.40.147.34,9,5
168.40.231.246,6,1
168.43.91.45,4,4
168.48.19.243,9,10
168.51.35.137,7,2
168.56.210.117,9,2
168.71.48.234,1,6
168.77.32.88,6,5
168.80.62.82,6,4
168.92.6.133,8,3
168.92.170.252,4,7
168.99.170.205,7,1
168.116.225.142,4,1
168.117.92.115,8,8
168.124.23.133,12,9
168.126.133.180,5,4
168.128.79.83,11,10
168.128.100.162,8,5
168.129.203.114,7,6
168.138.193.81,5,2
168.140.38.116,4,4
168.149.142.73,4,15
168.153.132.27,6,7
168.153.192.182,6,3
168.153.202.98,7,18
168.166.154.128,5,9
168.166.190.19,3,6
168.168.254.143,2,1
168.178.242.143,9,13
168.180.91.150,13,7
168.183.215.126,6,6
168.188.59.186,7,6
168.196.82.204,7,1
168.203.81.164,3,1
168.203.161.33,3,11
168.205.24.109,7,7
168.208.95.184,6,3
168.208.198.251,10,5
168.218.60.10,10,8
168.221.79.145,11,3
168.230.6.232,7,7
168.236.153.16,4,8
168.241.197.91,8,10
168.245.127.27,5,10
169.9.58.169,12,13
169.16.29.132,3,2
169.19.36.78,3,4
169.26.48.44,11,10
169.41.12.155,12,19
169.58.196.218,7,8
169.60.113.101,5,4
169.65.111.152,5,8
169.69.60.63,8,10
169.73.228.111,8,1
169.83.7.109,7,8
169.86.83.112,10,5
169.86.98.161,8,9
169.88.199.211,8,9
169.90.177.153,3,11
169.99.147.70,3,3
169.101.197.62,10,5
169.110.82.87,4,3
169.118.69.154,8,9
169.121.156.155,6,2
169.124.16.16,6,5
169.124.248.25,6,9
169.126.70.98,10,2
169.138.6.139,5,5
169.141.158.250,4,7
169.143.23.101,7,5
169.148.53.57,3,12
169.150.93.102,6,6
169.150.105.251,4,3
169.156.138.168,10,6
169.157.80.54,13,3
169.158.164.195,5,9
169.159.133.66,10,5
169.187.184.157,6,9
169.189.25.153,3,3
169.189.231.201,6,13
169.198.224.131,10,5
169.208.150.219,3,10
169.210.163.190,2,1
169.210.187.194,3,4
169.219.118.64,8,7
169.220.253.26,6,1
169.233.60.54,6,11
169.237.192.3,5,7
169.245.75.14,5,4
169.245.80.6,9,1
169.248.158.236,6,7
169.249.89.229,4,6
169.249.176.184,8,4
169.251.196.240,7,13
169.253.104.78,8,10
170.2.254.85,6,1
170.3.220.50,8,8
170.4.50.17,9,3
170.17.83.200,7,11
170.19.232.128,10,6
170.20.64.171,10,12
170.28.242.177,9,12
170.30.170.40,5,7
170.35.82.28,5,11
170.38.130.169,5,2
170.41.178.85,4,4
170.42.220.29,6,10
170.45.171.160,4,10
170.53.156.185,8,4
170.58.179.229,10,13
170.59.136.85,9,8
170.68.164.109,5,10
170.71.118.212,8,10
170.72.113.72,6,8
170.76.126.21,7,8
170.93.80.50,8,3
170.95.52.180,11,1
170.100.66.254,6,1
170.106.215.212,7,6
170.106.238.78,5,7
170.107.192.71,10,7
170.114.27.165,4,10
170.116.245.177,8,7
170.118.183.95,10,13
170.121.43.3,3,4
170.132.253.148,11,6
170.135.213.93,8,4
170.150.125.165,12,11
170.152.215.77,8,5
170.155.106.237,9,9
170.156.204.252,8,7
170.159.5.149,1,5
170.160.130.226,10,6
170.171.148.83,7,3
170.173.236.177,7,7
170.178.177.144,9,2
170.180.31.164,12,5
170.181.225.200,7,10
170.183.111.251,9,9
170.189.109.41,10,9
170.200.11.252,5,8
170.201.198.239,5,5
170.205.73.254,6,1
170.207.171.32,6,20
170.211.64.88,8,7
170.211.250.179,9,3
170.214.129.176,10,5
170.219.118.93,9,3
170.221.201.37,7,6
170.222.106.121,8,6
170.231.165.196,4,8
170.235.218.101,6,6
170.237.10.205,11,10
171.2.107.23,6,5
171.3.86.130,7,12
171.5.150.50,4,4
171.7.181.24,9,6
171.12.3.181,8,2
171.17.145.97,3,10
171.18.60.52,7,6
171.19.59.27,4,3
171.19.199.17,7,12
171.27.49.44,11,3
171.40.3.102,5,16
171.42.26.33,7,2
171.43.154.206,13,7
171.46.169.28,5,16
171.56.86.243,5,9
171.61.95.205,3,6
171.63.190.249,5,2
171.67.202.101,9,8
171.69.163.232,14,1
171.73.156.3,5,2
171.77.68.135,8,6
171.77.100.125,12,2
171.81.75.203,9,3
171.87.40.213,4,1
171.88.66.211,4,6
171.91.152.198,10,6
171.95.196.170,8,7
171.100.154.84,5,6
171.111.201.11,7,4
171.114.243.211,9,4
171.117.116.235,6,8
171.125.21.93,12,13
171.128.236.244,5,9
171.133.226.164,5,7
171.141.78.49,6,1
171.152.93.156,9,12
171.158.96.48,5,8
171.166.174.197,9,4
171.174.238.52,7,13
171.177.245.23,3,7
171.182.195.246,6,1
171.187.184.70,11,3
171.197.3.77,5,10
171.204.152.228,4,3
171.205.217.181,6,10
171.212.173.112,4,1
171.214.129.145,5,8
171.215.124.45,6,2
171.220.250.150,7,11
171.226.187.49,7,16
171.227.60.122,7,8
171.242.51.163,6,3
172.5.169.204,10,9
172.7.86.172,5,8
172.10.19.97,5,10
172.25.189.61,6,6
172.28.7.253,1,7
172.32.208.212,6,1
172.33.144.210,5,3
172.35.121.49,4,9
172.39.57.30,10,9
172.39.232.128,7,1
172.48.251.100,6,9
172.50.155.143,10,8
172.51.16.222,9,1
172.56.244.83,6,3
172.57.133.22,5,4
172.62.55.12,7,1
172.66.235.222,3,7
172.71.26.241,6,5
172.71.44.123,5,3
172.73.72.164,4,8
172.76.115.39,8,10
172.76.209.27,6,5
172.79.98.146,13,3
172.81.218.104,11,1
172.92.41.221,3,6
172.98.37.21,5,7
172.101.23.175,6,3
172.110.200.220,8,8
172.112.75.120,5,13
172.113.64.180,8,2
172.114.18.178,7,2
172.115.126.39,8,6
172.128.81.214,5,3
172.131.33.99,11,8
172.131.57.85,8,5
172.136.204.22,6,4
172.140.124.226,10,15
172.143.229.12,3,3
172.151.128.54,7,11
172.154.90.156,10,1
172.156.52.140,6,9
172.157.207.138,7,2
172.161.142.125,7,6
172.161.249.85,3,8
172.170.101.57,7,9
172.172.32.241,8,2
172.181.79.57,9,2
172.195.115.173,3,9
172.196.163.71,12,9
172.198.179.117,4,12
172.201.130.180,9,9
172.219.112.65,5,3
172.222.156.236,10,6
172.228.29.56,6,1
172.230.57.31,4,10
172.230.161.59,11,7
172.242.69.156,5,4
172.242.94.23,7,12
173.3.30.192,7,8
173.30.24.73,3,9
173.30.219.197,7,18
173.34.168.245,7,6
173.36.83.249,7,2
173.42.48.9,9,13
173.47.211.44,8,5
173.48.2.242,9,16
173.53.47.114,4,10
173.65.76.204,7,1
173.66.61.211,3,3
173.68.14.46,9,7
173.69.63.33,4,11
173.78.112.102,9,9
173.82.172.157,6,14
173.86.227.246,7,2
173.94.105.41,2,5
173.97.104.71,8,8
173.99.131.253,6,6
173.101.139.129,8,3
173.108.211.19,5,2
173.109.214.199,5,1
173.119.101.39,13,7
173.125.84.130,6,1
173.129.251.94,4,6
173.130.221.129,6,3
173.135.13.17,9,2
173.138.71.8,4,4
173.146.246.198,9,1
173.149.70.7,5,9
173.149.249.239,4,3
173.150.108.37,4,7
173.158.195.104,7,5
173.159.129.23,2,10
173.161.132.253,5,7
173.170.162.239,6,2
173.171.94.249,5,8
173.179.112.201,10,4
173.185.79.74,10,2
173.190.151.243,10,8
173.194.109.209,8,5
173.194.139.159,8,9
173.197.225.134,8,6
173.198.32.19,6,2
173.228.119.191,7,14
173.238.52.182,9,2
173.239.217.145,4,2
173.240.57.127,9,5
173.244.30.136,6,10
173.247.120.218,11,2
174.9.155.103,6,9
174.10.58.4,6,12
174.10.82.177,6,4
174.13.97.113,4,5
174.15.67.56,6,8
174.15.132.87,5,5
174.15.229.183,7,3
174.18.11.114,10,8
174.23.230.33,10,8
174.25.39.187,7,5
174.25.223.36,6,2
174.26.236.34,10,10
174.28.66.180,5,2
174.31.164.24,13,9
174.32.101.211,9,10
174.33.135.3,6,5
174.39.12.68,8,9
174.40.87.252,8,7
174.42.4.64,6,9
174.42.184.65,3,2
174.46.189.234,2,3
174.48.65.99,8,7
174.51.39.220,8,9
174.52.175.137,9,9
174.54.184.80,4,1
174.56.39.158,4,6
174.56.207.176,6,2
174.57.155.198,10,1
174.63.132.74,6,9
174.76.73.149,6,6
174.80.195.34,3,2
174.94.82.138,6,9
174.96.30.70,2,1
174.97.218.207,8,6
174.104.163.120,9,16
174.107.197.253,8,10
174.121.215.145,8,3
174.128.82.138,9,3
174.138.119.26,5,18
174.153.129.70,11,3
174.153.196.196,2,11
174.166.115.216,6,7
174.168.8.66,4,5
174.168.232.64,5,10
174.178.48.176,2,8
174.183.251.92,9,15
174.184.54.93,15,6
174.189.161.245,13,5
174.190.90.229,17,5
174.190.208.108,7,7
174.191.200.10,4,13
174.200.38.173,6,9
174.201.168.43,6,9
174.205.200.86,5,6
174.207.221.222,8,10
174.208.157.133,6,5
174.212.114.91,7,3
174.214.96.116,13,7
174.219.201.73,13,4
174.227.8.113,5,4
174.234.232.145,10,17
174.253.205.158,7,9
175.6.229.17,11,12
175.8.39.127,7,5
175.9.72.245,9,9
175.17.3.45,6,4
175.19.33.55,8,1
175.20.147.147,5,5
175.26.175.14,7,10
175.27.30.239,7,6
175.34.116.249,2,11
175.36.221.98,5,7
175.43.2.24,2,6
175.48.227.145,6,9
175.49.16.110,7,5
175.51.181.176,4,1
175.55.61.206,12,13
175.55.236.159,9,9
175.63.247.11,2,6
175.69.96.31,6,5
175.74.237.205,5,6
175.79.25.23,5,5
175.80.229.236,5,9
175.91.13.247,4,12
175.107.30.101,3,12
175.108.85.33,8,12
175.110.232.25,5,8
175.133.170.187,10,2
175.136.33.70,5,4
175.137.101.89,8,3
175.150.227.39,7,9
175.162.185.46,3,10
175.163.187.162,9,5
175.166.192.39,7,7
175.182.74.205,9,4
175.191.37.189,9,2
175.191.62.88,6,6
175.192.190.46,6,6
175.199.14.49,6,7
175.208.247.78,6,4
175.224.75.17,8,5
175.227.81.44,5,9
175.230.96.62,6,5
175.241.51.213,11,10
175.248.106.70,9,10
175.250.112.105,8,1
175.252.157.137,4,3
175.254.195.135,4,2
176.13.10.43,5,7
176.21.99.159,6,7
176.23.194.25,5,26
176.28.244.100,9,7
176.30.9.245,7,8
176.38.238.196,5,12
176.48.235.71,7,3
176.49.148.10,3,1
176.62.46.66,9,9
176.70.244.229,7,1
176.71.140.112,11,17
176.78.221.199,6,3
176.79.222.177,10,5
176.92.16.166,7,10
176.100.200.51,6,4
176.106.108.64,5,3
176.109.141.194,5,8
176.120.207.52,5,16
176.121.61.229,7,9
176.134.40.186,7,5
176.141.208.102,6,10
176.148.166.183,5,4
176.150.12.185,5,5
176.152.93.188,6,9
176.157.127.24,9,8
176.170.7.143,6,5
176.170.238.160,8,6
176.184.106.225,5,4
176.187.20.250,12,7
176.195.71.60,4,6
176.202.49.4,11,3
176.211.114.215,7,10
176.214.180.243,9,3
176.216.230.200,7,9
176.221.219.98,6,9
176.227.74.81,8,10
176.227.205.112,8,2
176.227.223.179,6,7
176.231.137.99,3,9
176.234.103.196,9,13
176.237.84.83,6,9
176.241.181.221,7,1
176.243.84.250,4,5
176.249.70.145,9,1
176.250.2.49,8,3
176.252.64.254,9,9
176.253.38.81,5,6
177.5.26.166,6,8
177.5.136.59,7,11
177.14.138.153,10,17
177.25.82.94,9,9
177.30.90.210,9,1
177.36.162.74,4,10
177.37.113.126,6,9
177.37.170.152,7,11
177.38.207.89,4,4
177.42.240.243,5,7
177.51.233.170,8,6
177.59.197.250,10,4
177.73.93.236,11,1
177.78.202.115,6,4
177.80.45.54,8,2
177.86.91.118,9,10
177.89.13.206,8,10
177.94.205.232,9,13
177.100.231.36,5,10
177.102.145.156,6,15
177.113.145.183,8,7
177.117.185.171,8,2
177.124.249.124,2,5
177.130.96.13,5,10
177.131.25.162,5,8
177.131.192.13,5,15
177.136.44.245,12,4
177.136.180.213,7,9
177.142.220.155,12,8
177.144.11.173,6,10
177.156.136.173,5,5
177.158.72.93,12,8
177.158.199.33,7,6
177.165.45.212,8,2
177.165.126.136,8,1
177.165.198.118,14,5
177.165.242.217,8,7
177.166.79.5,4,18
177.169.106.241,5,6
177.178.232.249,4,17
177.179.36.189,6,10
177.180.206.159,9,6
177.197.229.253,3,6
177.209.225.101,8,1
177.221.8.227,5,5
177.223.15.142,7,2
177.226.212.38,6,7
177.229.139.75,3,11
177.231.84.236,3,6
177.241.239.72,3,8
177.244.85.166,4,5
177.245.51.132,4,5
178.5.226.61,9,7
178.27.168.62,8,4
178.45.40.163,7,9
178.45.111.239,9,6
178.46.71.76,5,2
178.54.158.196,8,13
178.56.175.252,6,3
178.57.185.225,4,9
178.63.117.26,8,5
178.78.120.232,7,3
178.86.20.122,12,3
178.93.190.27,10,2
178.97.2.52,11,3
178.97.21.79,11,12
178.101.93.61,8,2
178.107.176.137,5,10
178.110.121.38,9,8
178.111.12.176,7,6
178.112.193.225,4,4
178.114.249.40,7,2
178.117.245.89,4,9
178.121.229.242,8,8
178.126.234.161,5,5
178.127.144.32,10,7
178.136.82.97,12,10
178.137.98.148,9,5
178.141.213.109,5,3
178.143.242.146,4,9
178.159.220.178,10,4
178.166.199.18,1,3
178.168.121.253,10,8
178.173.145.28,7,9
178.175.139.183,7,19
178.176.145.49,10,1
178.178.20.209,11,5
178.178.149.83,9,5
178.183.144.46,3,3
178.187.65.59,6,6
178.189.68.89,5,7
178.191.125.90,9,10
178.198.189.6,8,1
178.203.29.35,7,1
178.203.111.37,8,4
178.205.2.187,8,14
178.213.166.202,7,5
178.232.20.31,7,9
178.233.75.45,7,5
178.246.164.117,10,9
178.248.226.54,11,7
178.252.47.251,13,5
179.3.83.242,5,6
179.19.172.242,4,9
179.19.249.104,6,16
179.26.158.187,3,10
179.28.194.161,2,17
179.32.101.18,9,3
179.36.10.205,6,3
179.37.61.115,12,12
179.38.218.77,8,8
179.41.31.78,2,23
179.52.192.160,1,8
179.53.219.61,7,2
179.54.96.84,7,3
179.72.48.198,6,10
179.79.43.49,9,1
179.82.167.177,5,5
179.87.222.195,8,2
179.92.78.248,3,2
179.92.105.41,6,5
179.95.20.48,7,6
179.95.85.172,12,11
179.97.54.67,4,1
179.97.177.50,7,1
179.98.238.21,8,4
179.112.8.148,6,12
179.120.162.174,10,4
179.122.106.4,8,6
179.128.161.71,9,7
179.128.245.213,4,8
179.136.226.101,4,4
179.147.43.61,6,8
179.148.203.171,2,9
179.151.42.7,1,6
179.152.5.182,6,9
179.164.63.54,10,2
179.164.109.137,15,5
179.167.29.101,4,12
179.167.222.251,7,10
179.168.14.75,7,1
179.171.49.160,9,8
179.174.225.134,11,10
179.193.227.105,8,1
179.195.62.60,5,10
179.195.95.167,7,9
179.206.191.3,5,9
179.218.142.179,9,3
179.227.139.131,10,4
179.228.9.121,5,5
179.231.179.204,9,7
179.233.170.12,11,10
179.242.233.40,5,6
179.249.15.36,4,9
179.252.189.87,5,1
180.4.55.221,8,8
180.6.220.193,7,6
180.8.79.139,8,19
180.8.85.156,7,21
180.11.39.229,7,8
180.13.43.32,11,10
180.16.106.242,4,5
180.30.108.28,8,21
180.32.170.53,6,8
180.33.175.33,3,8
180.36.81.124,5,8
180.37.140.172,7,3
180.52.30.132,7,19
180.68.185.236,6,3
180.78.187.236,11,9
180.79.11.120,6,10
180.81.30.78,10,10
180.84.174.1,13,2
180.85.13.236,11,6
180.94.106.152,8,10
180.94.244.95,12,12
180.100.133.31,5,1
180.103.80.47,6,5
180.107.106.185,12,10
180.109.107.239,7,9
180.111.81.89,9,4
180.121.205.5,8,9
180.129.97.10,7,7
180.134.189.146,9,6
180.137.136.68,6,9
180.147.5.227,13,10
180.151.200.92,2,3
180.156.135.247,9,8
180.169.211.20,6,8
180.173.163.85,6,8
180.173.217.154,1,3
180.177.77.88,13,6
180.177.142.185,3,5
180.180.191.5,6,9
180.182.126.182,9,18
180.192.198.44,6,9
180.205.250.238,1,6
180.211.51.174,8,1
180.211.153.194,11,6
180.217.52.75,6,10
180.231.117.243,8,9
180.242.147.2,7,10
180.242.186.103,4,6
180.252.10.5,12,8
181.12.183.87,8,2
181.28.240.191,10,2
181.29.6.180,10,7
181.36.211.83,10,7
181.42.143.53,9,4
181.46.7.185,5,8
181.52.64.249,5,18
181.53.237.245,8,3
181.55.137.99,9,5
181.60.104.116,4,10
181.64.246.29,5,6
181.73.166.17,5,7
181.77.162.230,7,10
181.82.110.25,10,8
181.85.80.66,6,3
181.86.125.22,7,8
181.86.245.221,4,2
181.97.105.198,7,16
181.97.177.15,7,10
181.101.9.110,5,10
181.103.206.211,6,2
181.104.73.227,9,12
181.106.221.184,9,4
181.116.237.65,5,15
181.117.147.52,5,5
181.119.225.74,3,2
181.122.172.93,4,8
181.130.193.176,9,1
181.134.177.30,9,4
181.143.173.168,7,7
181.160.225.7,7,4
181.162.238.61,6,12
181.163.33.98,3,9
181.163.145.99,12,10
181.170.40.36,7,2
181.176.62.152,4,6
181.181.165.149,7,13
181.182.130.12,5,8
181.187.127.191,4,1
181.200.68.166,7,2
181.201.179.205,7,6
181.204.89.243,9,8
181.208.202.148,4,2
181.220.248.120,9,16
181.221.73.73,5,7
181.227.166.59,10,6
181.231.225.224,8,5
181.232.40.238,5,3
181.232.163.139,9,4
181.234.132.113,13,6
181.243.249.132,5,8
181.253.27.155,6,7
181.253.190.167,7,18
182.1.231.175,2,3
182.2.144.39,7,3
182.4.33.90,7,3
182.14.155.87,8,9
182.22.45.82,10,6
182.22.96.71,8,3
182.32.155.129,10,5
182.33.189.6,4,6
182.34.34.236,6,9
182.47.36.241,4,10
182.53.250.98,6,6
182.55.100.236,6,9
182.56.235.126,5,4
182.58.165.132,11,10
182.61.103.63,9,8
182.68.111.134,8,16
182.69.221.132,7,9
182.73.177.26,7,11
182.78.118.168,5,16
182.81.42.141,9,5
182.83.11.134,3,7
182.84.100.51,7,10
182.87.47.62,5,16
182.102.229.121,7,6
182.105.92.105,3,10
182.106.20.108,5,5
182.131.133.246,5,1
182.137.45.124,9,8
182.140.48.93,5,8
182.146.43.145,1,4
182.148.190.202,5,10
182.152.163.93,10,10
182.153.115.244,5,21
182.158.133.188,9,7
182.158.247.2,5,2
182.168.197.160,11,1
182.172.214.28,9,7
182.174.186.108,5,2
182.176.134.26,7,7
182.177.178.175,11,1
182.195.24.86,7,2
182.197.22.51,4,2
182.197.125.65,7,14
182.201.95.181,5,9
182.205.246.252,9,10
182.212.243.232,14,3
182.213.243.113,5,7
182.216.7.128,8,1
182.223.230.59,7,3
182.228.120.227,2,2
182.231.2.156,6,2
182.231.243.69,7,20
182.240.184.247,13,2
182.250.131.19,5,3
182.251.22.175,8,6
182.253.3.27,7,7
183.9.182.81,10,1
183.10.177.218,9,2
183.12.175.205,8,6
183.12.206.149,3,10
183.21.240.153,5,7
183.23.168.134,7,4
183.27.237.231,9,5
183.29.96.58,5,2
183.43.78.248,7,13
183.52.133.232,4,5
183.57.70.132,7,5
183.58.122.133,10,2
183.60.48.151,11,10
183.62.179.129,4,4
183.66.117.146,12,12
183.73.38.44,13,2
183.73.154.211,9,16
183.75.133.28,8,18
183.79.11.2,6,9
183.82.131.223,5,3
183.86.129.160,6,14
183.92.71.189,3,2
183.93.43.32,6,2
183.94.247.251,11,18
183.108.66.244,6,6
183.114.239.229,5,5
183.130.66.170,6,1
183.140.143.61,9,7
183.141.118.224,9,19
183.143.160.47,8,10
183.145.25.220,7,5
183.156.25.27,4,7
183.156.142.86,6,3
183.167.137.3,2,10
183.173.131.150,5,6
183.177.26.186,3,2
183.177.195.163,5,2
183.185.23.207,5,3
183.189.106.36,8,10
183.194.76.196,7,2
183.197.228.23,7,3
183.198.241.88,12,3
183.199.199.33,10,1
183.203.24.90,9,2
183.205.100.176,6,1
183.211.173.163,7,10
183.211.176.127,10,7
183.218.35.171,6,9
183.222.107.172,5,14
183.226.59.17,10,2
183.234.19.202,4,7
183.239.82.82,7,4
183.250.127.133,11,5
184.2.209.102,8,2
184.6.214.239,5,9
184.8.200.75,9,8
184.23.102.223,6,9
184.33.134.202,5,4
184.38.160.19,6,4
184.44.197.220,4,9
184.46.115.112,4,2
184.54.71.170,6,10
184.56.3.77,8,4
184.67.90.232,6,9
184.68.84.242,15,1
184.69.155.110,8,5
184.74.194.105,6,10
184.74.249.84,4,10
184.81.157.214,5,10
184.84.135.254,4,8
184.104.219.93,4,18
184.108.160.27,9,5
184.114.185.165,7,4
184.120.32.81,3,7
184.123.26.207,5,9
184.127.16.205,8,4
184.131.43.141,10,9
184.143.149.152,10,7
184.146.191.51,5,6
184.152.3.230,7,10
184.157.196.210,4,5
184.160.167.201,4,5
184.168.234.23,8,13
184.170.88.177,5,7
184.173.72.158,10,11
184.173.215.144,5,7
184.181.33.173,5,1
184.185.102.75,5,13
184.191.239.152,3,6
184.198.84.177,8,10
184.198.240.207,3,8
184.202.2.81,5,6
184.203.194.243,11,7
184.207.64.50,10,5
184.209.71.53,10,7
184.211.157.169,10,2
184.211.232.177,11,10
184.217.70.19,7,4
184.225.89.245,8,8
184.227.61.129,5,9
184.229.62.249,7,16
184.237.201.152,9,7
184.238.90.136,9,17
184.240.52.180,7,4
184.245.243.62,5,4
184.249.139.78,6,11
185.2.237.161,8,6
185.9.178.242,6,12
185.13.253.134,8,10
185.14.118.41,4,9
185.17.45.150,8,7
185.26.108.24,4,3
185.33.106.237,5,1
185.34.79.83,8,8
185.36.139.240,9,5
185.39.100.166,8,9
185.42.52.37,9,8
185.51.39.95,6,3
185.52.253.12,9,3
185.53.201.17,8,1
185.59.8.27,6,5
185.63.32.193,6,6
185.63.79.79,6,3
185.70.41.192,11,2
185.72.163.8,5,5
185.79.29.143,8,18
185.79.187.21,10,2
185.84.49.218,4,10
185.85.98.187,3,8
185.89.196.155,7,10
185.94.43.241,8,5
185.100.209.195,6,8
185.103.119.199,4,2
185.105.72.209,5,4
185.109.34.183,18,6
185.110.116.209,6,10
185.110.121.51,10,1
185.114.99.253,5,8
185.116.13.140,4,5
185.118.82.55,5,10
185.119.251.69,5,12
185.121.128.191,4,1
185.123.183.84,8,4
185.131.192.105,7,9
185.143.146.165,8,7
185.146.196.173,5,10
